idx,text,y_true,y_pred,ce_loss,margin,entropy,p_max,has_negation,has_comparative,has_number
407,Under the agreement Ponsse will provide forest machine maintenance services to Stora Enso 's Russian wood procurement operations .,Bearish,Bearish,0.6253846883773804,0.07200354337692261,0.7029917240142822,0.5350555777549744,False,False,False
281,"` Ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , ' says Onodi Stefan , General Manager of Arxikon Construction Company SRL , which is Ruukki 's customer .",Neutral,Neutral,0.6087651252746582,0.09168869256973267,0.7104947566986084,0.544022262096405,False,False,False
163,"Finnish GeoSentric , a developer and provider of solutions , products , and technologies for location based services , has preliminary agreed on a EUR 6mn short-term funding with its leading investor .",Neutral,Neutral,0.5566065311431885,0.1480523943901062,0.6937774419784546,0.5731507539749146,False,False,False
253,BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .,Bearish,Bearish,0.5488042235374451,0.15790867805480957,0.6970133781433105,0.5776401162147522,False,False,False
314,"`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . ''",Bullish,Bullish,0.5454758405685425,0.1608954668045044,0.6918454766273499,0.5795659422874451,False,False,False
28,"The company said production volumes so far indicate the circuit is capable of the targeted output rate of 60,000 tonnes per day , or 22 million tonnes a year .",Bearish,Bearish,0.5098433494567871,0.20362412929534912,0.6876684427261353,0.6005896329879761,False,False,True
208,"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .",Neutral,Neutral,0.4581267237663269,0.2699805796146393,0.6842786073684692,0.6324673295021057,False,False,True
124,Neomarkka has played a leading role in a group that aims to restart the production of specialty cellulose fiber in Valkeakoski .,Bearish,Bearish,0.4158610701560974,0.32147452235221863,0.6530971527099609,0.6597719192504883,False,False,False
352,"To achieve synergy targets related to the acquisition , Vaisala is consolidating its manufacturing , depot and data services , and finance activities currently located in Uniontown , Pennsylvania , St. Louis , Missouri and Durham , North Carolina .",Bearish,Bearish,0.31338977813720703,0.46467122435569763,0.5975966453552246,0.7309649586677551,False,False,False
78,"Helsinki-based Componenta bought Turkish listed company Doktas in October 2006 for 89 million euros , making it the largest Finnish investment in Turkey to date .",Bearish,Bearish,0.2983590364456177,0.4855944812297821,0.5802620053291321,0.7420348525047302,False,False,True
200,Finnish beverage company Olvi is introducing a new long drink Olvi Kultalonkero ( `` golden long drink '' ) in the market in Finland in the spring of 2009 .,Bearish,Bearish,0.2877442538738251,0.5016770958900452,0.5729145407676697,0.7499533891677856,False,False,True
470,Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .,Bullish,Bullish,0.2895428538322449,0.5017417669296265,0.5865458250045776,0.7486057281494141,False,False,True
254,"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",Neutral,Neutral,0.26186445355415344,0.5494933724403381,0.5817008018493652,0.7696153521537781,False,False,True
6,"The contract , which was signed yesterday , will run for five years and includes a two-year extension option .",Bearish,Bearish,0.25182968378067017,0.5566037893295288,0.5409095287322998,0.7773771286010742,False,False,False
424,"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",Bullish,Bullish,0.25141987204551697,0.5582294464111328,0.5450045466423035,0.7776957750320435,False,True,True
236,"ADPnews - Jun 30 , 2009 - Finnish stainless steel maker Outokumpu Oyj HEL : OUT1V said yesterday it signed a three-year EUR 900 million USD 1.3 bn revolving credit facility .",Neutral,Neutral,0.24491974711418152,0.5708503127098083,0.5483556985855103,0.7827673554420471,False,False,True
178,"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",Bearish,Bearish,0.17248840630054474,0.6855892539024353,0.44971925020217896,0.8415680527687073,False,False,False
333,"We look forward to take part in the future development of the company , '' says Tomas Billing , President of Nordstjernan .",Bearish,Bearish,0.16970118880271912,0.6888715028762817,0.43935316801071167,0.8439169526100159,False,False,False
409,Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .,Bullish,Bullish,0.1660400778055191,0.6972134113311768,0.4433555603027344,0.8470122814178467,False,False,True
372,The terms of the aforementioned funding are considerably below the Bank 's current CDS levels in the market and have a maturity ranging from 1 to 7.5 years .,Bullish,Bullish,0.15209956467151642,0.7214697599411011,0.4239440858364105,0.8589027523994446,False,False,True
148,"LONDON ( AFX ) - Intertek Group PLC , a testing and inspection company , said its commercial and electrical division has bought Finland-based company Natlabs Oy from Etteplan Oyj for 1.3 mln eur in cash .",Bearish,Bearish,0.14678341150283813,0.7289766073226929,0.4090871214866638,0.8634809851646423,False,False,True
18,CDLI highlights the companies that provided the most comprehensive response to the Carbon Disclosure Project CDP information request .,Neutral,Neutral,0.14092141389846802,0.7390792369842529,0.3993251323699951,0.8685575723648071,False,False,False
211,Earnings per share were at loss of EUR0 .24 .,Bullish,Bullish,0.12891444563865662,0.7603728771209717,0.38010668754577637,0.8790491819381714,False,False,True
140,"The personnel reduction will be carried out in Anjalankoski , Hollola , Jyvaskyla , Jarvenpaa , Karhula , Turku and Valkeakoski units .",Bullish,Bullish,0.11496303975582123,0.7839443683624268,0.3499375283718109,0.891399085521698,False,False,False
335,Rosen was cautious about being too optimistic inregard to the second half of the year .,Bearish,Bearish,0.09815676510334015,0.8193525075912476,0.33372431993484497,0.9065067768096924,False,False,False
102,U.S. District Judge Douglas P. Woodlock yesterday extended a Jan. 17 temporary restraining order until March 7 .,Bearish,Bearish,0.08416511118412018,0.853173017501831,0.3187045454978943,0.9192794561386108,False,False,True
290,"`` Thanks to my Nokia and Lulu , I am now proud to be a published His novel can be found here .",Bearish,Bearish,0.07104993611574173,0.8640426397323608,0.25605446100234985,0.9314153790473938,False,False,False
196,"Upon completion , Keskuskatu will form the backbone of Helsinki 's pedestrianised downtown area , linking up with the city 's other main pedestrian precincts .",Neutral,Neutral,0.05538962408900261,0.8930261135101318,0.21392878890037537,0.9461164474487305,False,False,False
292,"Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",Bearish,Bearish,0.05551726371049881,0.8932222723960876,0.2160119265317917,0.9459956884384155,False,False,False
120,"LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council .",Bearish,Bearish,0.055210087448358536,0.8938307166099548,0.21527358889579773,0.9462863206863403,False,False,False
341,"Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint .",Neutral,Neutral,0.05320323258638382,0.8973428606987,0.20863167941570282,0.9481872916221619,False,False,False
137,"The expanded agreement covers the sale , marketing and distribution of Benefon 's navigation and locator devices in China .",Bearish,Bearish,0.0516321063041687,0.9004769921302795,0.20483361184597015,0.9496781826019287,False,False,False
384,The solvency capital ratio of both companies was 2.7 times the solvency limit .,Bearish,Bearish,0.046793948858976364,0.9108607172966003,0.19479796290397644,0.9542840123176575,False,False,True
416,"We went to the market with yield guidance of the 7.25 % area , which gave us the flexibility to go up or down by 1-8th .",Bearish,Bearish,0.04374324530363083,0.9168761372566223,0.18620561063289642,0.9571996927261353,False,False,True
85,"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki .",Neutral,Neutral,0.042115468531847,0.92385333776474,0.18955713510513306,0.958759069442749,False,False,True
114,"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",Bullish,Bullish,0.03574073687195778,0.9311813712120056,0.15796202421188354,0.9648904204368591,False,False,True
481,"In 2007 , Huhtamaki will continue to invest in organic growth .",Bearish,Bearish,0.03474007919430733,0.9325799345970154,0.1529039442539215,0.9658564329147339,False,False,True
310,"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",Bullish,Bullish,0.03449585288763046,0.9350676536560059,0.15793612599372864,0.9660923480987549,False,False,True
45,"In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago .",Neutral,Neutral,0.03184806928038597,0.938636064529419,0.14489080011844635,0.9686537384986877,False,False,True
383,Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier .,Bearish,Bearish,0.033794913440942764,0.9399275183677673,0.16206203401088715,0.9667697548866272,False,False,True
282,"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",Neutral,Neutral,0.031086698174476624,0.9401791095733643,0.14252552390098572,0.9693915247917175,False,False,False
269,"According to Tyrv+ñinen 's estimation , Japan is a very essential location in terms of Finnair 's Asian strategy .",Bearish,Bearish,0.030047070235013962,0.9418483972549438,0.13788272440433502,0.9703998565673828,False,False,False
130,"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .",Bullish,Bullish,0.030103763565421104,0.9437302350997925,0.1433454304933548,0.9703448414802551,False,False,True
160,Loss after taxes amounted to EUR 1.2 mn compared to a loss of 2.6 mn .,Neutral,Neutral,0.02816678397357464,0.9464308619499207,0.13404935598373413,0.9722262024879456,False,False,True
119,"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",Bullish,Bullish,0.026560962200164795,0.9493746161460876,0.1278657615184784,0.9737886786460876,False,False,True
59,Inha Works has invested in its product development and market research .,Bearish,Bearish,0.023556627333164215,0.9542805552482605,0.11417435109615326,0.9767186641693115,False,False,False
397,"Jawad Williams scored 23 points in an impressive debut for Jerusalem , with Jason Rich adding 18 and Yuval Naimi chipping in with 16 points for Hapoel , which visits the yellow-and-blue next week .",Neutral,Neutral,0.02190103754401207,0.9576596021652222,0.10845079272985458,0.9783370494842529,False,False,True
287,"`` Lidskoe Pivo 's investment program foresees the integrated modernization of production , updating transport and logistics infrastructure and developing new marketing instruments , '' Mikshis said .",Neutral,Neutral,0.020557885989546776,0.959820032119751,0.10179587453603745,0.9796519875526428,False,False,False
188,25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,Bullish,Bullish,0.020417287945747375,0.9611111879348755,0.10428015142679214,0.9797897338867188,False,False,True
14,A realignment of interests in the sector is clearly under way .,Neutral,Neutral,0.019611863419413567,0.9617599248886108,0.09845828264951706,0.9805791974067688,False,False,False
8,"`` We are proud to welcome another distribution facility to north Mississippi and the region known as the logistics center of the United States , '' said Gray Swoope , executive director of MDA .",Neutral,Neutral,0.018960338085889816,0.9641114473342896,0.0989055186510086,0.9812182784080505,False,False,False
141,Airbus will attempt to evacuate up to 873 people within 90 seconds .,Bearish,Bearish,0.018482930958271027,0.9652836322784424,0.09752378612756729,0.9816868305206299,False,False,True
142,"Adanac Molybdenum of Canada has ordered grinding technology for its molybdenum project in British Columbia , Canada , while Shalkiya Zinc of Kazakhstan has awarded a contract for grinding technology for the Shalkiya zinc-lead project in Kazakhstan .",Neutral,Neutral,0.016744913533329964,0.9673458933830261,0.08695416897535324,0.9833945035934448,False,False,False
265,"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",Bullish,Bullish,0.016348715871572495,0.9683268070220947,0.0859842300415039,0.9837841987609863,True,False,True
280,As a consequence of the merger the number of administration personnel at the factories will be reduced by six .,Bearish,Bearish,0.016323573887348175,0.968863308429718,0.08721115440130234,0.9838089346885681,False,False,False
251,"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",Bearish,Bearish,0.014509529806673527,0.9719056487083435,0.07822395116090775,0.9855952262878418,False,False,False
432,The contracts have been signed to acquire uranium produced at the Sotkamo nickel-zinc mine in eastern Finland owned by Talvivaara .,Neutral,Neutral,0.013650055043399334,0.9735777378082275,0.07450664043426514,0.9864426851272583,False,False,False
245,Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,Bullish,Bullish,0.012342974543571472,0.9770038723945618,0.0708082839846611,0.9877328872680664,False,True,False
113,"Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt .",Bullish,Bullish,0.011560245417058468,0.9777584075927734,0.0655188336968422,0.9885063171386719,False,True,True
17,"Approximately SEK 166 million in repayments has been demanded for overcharging in the Stockholm area , with the remaining SEK 87 million taken from the Western coast , the inspectorate said .",Bearish,Bearish,0.011267603375017643,0.9789395332336426,0.06558388471603394,0.9887956380844116,False,False,True
222,"Most of the new substations support EDGE technology , which enables faster data traffic .",Bearish,Bearish,0.01058040652424097,0.9798032641410828,0.06135868281126022,0.9894753694534302,False,False,False
63,"M-real Corporation Press release on 3 November at 10:35 am M-real Corporation was the second best company in the materials sector including e.g. forest industry companies in the Carbon Disclosure Leadership Index CDLI , Nordic Report 2009 .",Neutral,Neutral,0.01140619721263647,0.9799618721008301,0.06823760271072388,0.988658607006073,False,False,True
304,"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",Bullish,Bullish,0.010314607992768288,0.9804796576499939,0.06048480421304703,0.989738404750824,False,False,True
483,"According to Sepp+ñnen , the new technology UMTS900 solution network building costs are by one-third lower than that of the building of 3.5 G networks , operating at 2,100 MHz frequency .",Neutral,Neutral,0.010571912862360477,0.980800986289978,0.0632261335849762,0.9894837737083435,False,True,True
366,"For Telenor , the three and a half year contract is worth an estimated 12.6 m. YIT has chosen Telenor and Elisa as its principal suppliers of ICT solutions in Norway , Sweden , Denmark and Finland .",Neutral,Neutral,0.009837457910180092,0.9810242056846619,0.0572945773601532,0.990210771560669,False,False,True
199,"This action follows personnel negotiations concerning Elcoteq SE , Finnish Branch , Elcoteq Finland Oy and Elcoteq Design Center Oy .",Bearish,Bearish,0.009910055436193943,0.9816017150878906,0.05925185978412628,0.9901388883590698,False,False,False
379,"Outotec , headquartered in Espoo , Finland , is a leading provider of process solutions , technologies and services for the mining and metallurgical industries .",Bearish,Bearish,0.00987574178725481,0.9819303750991821,0.05954698100686073,0.9901728630065918,False,False,False
