idx,text,y_true,y_pred,ce_loss,margin,entropy,p_max,has_negation,has_comparative,has_number
423,Net sales in 2007 totalled EUR 329 million and the operating margin was above 19 % .,Bearish,Neutral,6.754562854766846,0.9959530830383301,0.01990143023431301,0.9973937273025513,False,False,True
77,A & euro ; 4.8 million investment in 13.6 % of Lewa netted Deutsche Beteiligungs & euro ; 21 million .,Neutral,Bearish,6.645124912261963,0.9961560368537903,0.019498581066727638,0.9974563717842102,False,False,True
145,Finnish mobile operator DNA will function as a subcontractor to Maingate and will be responsible for telecommunications connections .,Neutral,Bearish,6.625720500946045,0.9959859848022461,0.02033800259232521,0.9973300695419312,False,False,False
459,"It currently employs about 750 people and expects headcount to reach 1,000 by end of 2007 .",Neutral,Bearish,6.504895210266113,0.995566189289093,0.02209629863500595,0.9970622658729553,False,False,True
110,"Furthermore , Novator Finland Oy has entered into a securities lending agreement , whereby Novator Finland Oy will hold directly the same amount of shares that are underlying of the OMX market forwards from May 23 through May 26 , 2008 .",Neutral,Bearish,6.411954879760742,0.9955868721008301,0.02095947414636612,0.9972286820411682,False,False,True
89,"Pearl Plaza LLC , the joint venture of SRV and Shanghai Industrial Investment Holdings Co Ltd , has concluded the investment decision on construction of the first phase of the shopping center in Saint Petersburg , Russia .",Neutral,Bearish,6.363167762756348,0.9954639077186584,0.021203380078077316,0.9971877932548523,False,False,False
421,Unit costs for flight operations fell by 6.4 percent .,Neutral,Bullish,6.084397792816162,0.9897719621658325,0.04206686094403267,0.9937468767166138,False,False,True
159,The insurance division turned a EUR120m profit .,Bearish,Neutral,6.036928653717041,0.9938926696777344,0.02693890407681465,0.9962815642356873,False,False,False
272,The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .,Neutral,Bearish,5.985565662384033,0.9348969459533691,0.15669630467891693,0.9661910533905029,False,False,True
302,Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .,Neutral,Bearish,5.874782085418701,0.9935091733932495,0.0263223759829998,0.9963185787200928,False,False,True
49,"`` We can say that the number of deals has become normalized by the moment , and therefore we have decided to devalue our apartments now on sale , '' he added .",Bullish,Bearish,5.752682209014893,0.9912295937538147,0.03842870891094208,0.9944038391113281,False,False,False
471,"Olvi 's target is to strengthen its market share in soft drinks , mineral waters , ciders , long drinks , and energy drinks .",Bearish,Neutral,5.727512836456299,0.9928725957870483,0.02706889808177948,0.9961277842521667,False,False,False
330,Nokia Corp of Finland Tuesday said it has received a unified device managment contract with Finnish operator Elisa Oyj .,Bearish,Neutral,5.702174186706543,0.9927372336387634,0.027310825884342194,0.9960759282112122,False,False,False
482,"Because expenditures must be justified to pass budget approval hurdles , we believe our RoP model can help make it easier for IT and IT security practitioners to make the business case for acquiring enabling security technologies and related control activities .",Bearish,Neutral,5.610093116760254,0.9917254447937012,0.03176971524953842,0.9953861832618713,False,False,False
433,"Biohit , Inc. , has expanded its mLINE Family of Pipettors with the addition of the NEW 1-10 ml volume range .",Bearish,Neutral,5.52693510055542,0.991557776927948,0.030148392543196678,0.9955359697341919,False,False,True
458,The 2015 target for net sales has been set at EUR 1bn and the target for return on investment at over 20 % .,Neutral,Bearish,5.518537998199463,0.9911340475082397,0.032945666462183,0.9951457381248474,False,False,True
340,"Anttila 's online department store - NetAnttila - has an established position as the best-known , most visited and most shopped online store in Finland  .",Bearish,Neutral,5.4615397453308105,0.9902832508087158,0.03685051202774048,0.9945302605628967,False,False,False
382,"In future , the company intends to look for know-how from outside the company and to cooperate with other actors in the sector .",Neutral,Bearish,5.262930393218994,0.9887440800666809,0.03960626199841499,0.9939242005348206,False,False,False
322,"wins 98 % acceptance 23 December 2009 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) said today it will complete its takeover offer for textile company Tamfelt Oyj Abp ( HEL : TAFKS ) , after acquiring 98 % of its shares and votes .",Bearish,Neutral,5.230538368225098,0.9887381196022034,0.03807779774069786,0.9940887689590454,False,False,True
360,The newspaper 's best sales asset is high quality journalism and journalistic content .,Bearish,Neutral,5.082237720489502,0.9862914681434631,0.047633420675992966,0.9924975037574768,False,False,False
346,The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .,Neutral,Bearish,5.014848232269287,0.9858658313751221,0.046810612082481384,0.9925044775009155,False,False,True
20,"Sales in local currencies decreased by 0.5 percent while the number of subscribers rose by 12.7 million to a total of 147.6 million at the end of fourth quarter , the company said .",Bearish,Bullish,4.869836330413818,0.9828855991363525,0.05795902758836746,0.9905602335929871,False,False,True
5,"Our strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors .",Neutral,Bearish,4.8242387771606445,0.9831969738006592,0.05280372500419617,0.9912296533584595,False,False,False
37,"Amer , which bought Salomon from adidas in October , said the job cuts are aimed at boosting competitiveness .",Bearish,Bullish,4.819602012634277,0.39712467789649963,0.6527166366577148,0.6945273280143738,False,False,False
