idx,text,y_true,y_pred,ce_loss,margin,entropy,p_max,has_negation,has_comparative,has_number
36,"The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation .",Neutral,Neutral,0.6879792213439941,0.006340235471725464,0.701316773891449,0.5025906562805176,False,True,False
198,"In addition , nine fixed-term employment contracts will not be extended and two people will leave the company under pension arrangements .",Bearish,Bearish,0.6576061844825745,0.037998318672180176,0.7044523358345032,0.5180900692939758,True,False,False
470,Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .,Bullish,Bullish,0.6283954977989197,0.0690741240978241,0.7047814130783081,0.5334470272064209,False,False,True
16,"Stockmann and Swedish sector company AB Lindex entered into an agreement on September 30 , 2007 , whereby Stockmann , or a wholly-owned subsidiary of it , will make a public tender offer for all of Lindex 's issued shares .",Neutral,Neutral,0.6116043925285339,0.08611196279525757,0.6975806951522827,0.5424798130989075,False,False,True
95,"In September 2010 , the Finnish group agreed to buy Danish company Rose Poultry A-S for up to EUR23 .9 m in a combination of cash and stock .",Neutral,Neutral,0.5959525108337402,0.1030471920967102,0.6948650479316711,0.5510374307632446,False,False,True
483,"According to Sepp+ñnen , the new technology UMTS900 solution network building costs are by one-third lower than that of the building of 3.5 G networks , operating at 2,100 MHz frequency .",Neutral,Neutral,0.5830160975456238,0.11963838338851929,0.7053802013397217,0.5582122206687927,False,True,True
392,"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February .",Neutral,Neutral,0.5780918598175049,0.12323153018951416,0.6945386528968811,0.560967743396759,False,False,True
424,"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",Bullish,Bullish,0.518661618232727,0.19952410459518433,0.7176023125648499,0.5953167676925659,False,True,True
479,"That 's what I go to bed worrying about every night , ' he said .",Bullish,Bullish,0.4603789746761322,0.2651098966598511,0.6759220957756042,0.6310444474220276,False,False,False
379,"Outotec , headquartered in Espoo , Finland , is a leading provider of process solutions , technologies and services for the mining and metallurgical industries .",Bearish,Bearish,0.4314746856689453,0.30016934871673584,0.6549803018569946,0.6495504975318909,False,False,False
253,BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .,Bearish,Bearish,0.4291785657405853,0.30324506759643555,0.6545634269714355,0.6510436534881592,False,False,False
221,"CapMan , the Stockholm-headquartered private equity firm , has held a first close on its second private equity real estate fund as it continues its push into the property sector .",Bearish,Bearish,0.41033700108528137,0.32787442207336426,0.6456760764122009,0.6634266376495361,False,False,False
18,CDLI highlights the companies that provided the most comprehensive response to the Carbon Disclosure Project CDP information request .,Neutral,Neutral,0.4027300477027893,0.33821046352386475,0.6433268785476685,0.6684925556182861,False,False,False
360,The newspaper 's best sales asset is high quality journalism and journalistic content .,Bearish,Bearish,0.3972315192222595,0.3458620011806488,0.6422305107116699,0.6721783876419067,False,False,False
265,"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",Bullish,Bullish,0.3937024474143982,0.3508998453617096,0.6420062184333801,0.6745547652244568,True,False,True
5,"Our strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors .",Neutral,Neutral,0.38369911909103394,0.3635558784008026,0.6319396495819092,0.6813364028930664,False,False,False
130,"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .",Bullish,Bullish,0.3397543132305145,0.42597389221191406,0.6127461791038513,0.7119452357292175,False,False,True
328,"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .",Neutral,Neutral,0.338745653629303,0.4272412061691284,0.6112478971481323,0.7126637101173401,False,True,True
133,Margin call of Zanadvorov has given the chance to make such purchase under the credit of Deutsche Bank for USD 560 million .,Bearish,Bearish,0.30414947867393494,0.4764896035194397,0.5818996429443359,0.7377505898475647,False,False,True
372,The terms of the aforementioned funding are considerably below the Bank 's current CDS levels in the market and have a maturity ranging from 1 to 7.5 years .,Bullish,Bullish,0.27772387862205505,0.5161007642745972,0.5609102249145508,0.7575059533119202,False,False,True
208,"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .",Neutral,Neutral,0.2497139722108841,0.5639603734016418,0.5553852319717407,0.7790235877037048,False,False,True
58,"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .",Bullish,Bullish,0.2307681143283844,0.5888289213180542,0.514940619468689,0.793923556804657,False,False,True
